table_schema,table_name,grantee,privilege_type
public,loyalty_programs,postgres,UPDATE
public,loyalty_programs,service_role,DELETE
public,loyalty_programs,service_role,INSERT
public,loyalty_programs,service_role,REFERENCES
public,loyalty_programs,service_role,SELECT
public,loyalty_programs,service_role,TRIGGER
public,loyalty_programs,service_role,TRUNCATE
public,loyalty_programs,service_role,UPDATE
public,manual_assignment_sessions,anon,DELETE
public,manual_assignment_sessions,anon,INSERT
public,manual_assignment_sessions,anon,REFERENCES
public,manual_assignment_sessions,anon,SELECT
public,manual_assignment_sessions,anon,TRIGGER
public,manual_assignment_sessions,anon,TRUNCATE
public,manual_assignment_sessions,anon,UPDATE
public,manual_assignment_sessions,authenticated,DELETE
public,manual_assignment_sessions,authenticated,INSERT
public,manual_assignment_sessions,authenticated,REFERENCES
public,manual_assignment_sessions,authenticated,SELECT
public,manual_assignment_sessions,authenticated,TRIGGER
public,manual_assignment_sessions,authenticated,TRUNCATE
public,manual_assignment_sessions,authenticated,UPDATE
public,manual_assignment_sessions,postgres,DELETE
public,manual_assignment_sessions,postgres,INSERT
public,manual_assignment_sessions,postgres,REFERENCES
public,manual_assignment_sessions,postgres,SELECT
public,manual_assignment_sessions,postgres,TRIGGER
public,manual_assignment_sessions,postgres,TRUNCATE
public,manual_assignment_sessions,postgres,UPDATE
public,manual_assignment_sessions,service_role,DELETE
public,manual_assignment_sessions,service_role,INSERT
public,manual_assignment_sessions,service_role,REFERENCES
public,manual_assignment_sessions,service_role,SELECT
public,manual_assignment_sessions,service_role,TRIGGER
public,manual_assignment_sessions,service_role,TRUNCATE
public,manual_assignment_sessions,service_role,UPDATE
public,merge_rules,anon,DELETE
public,merge_rules,anon,INSERT
public,merge_rules,anon,REFERENCES
public,merge_rules,anon,SELECT
public,merge_rules,anon,TRIGGER
public,merge_rules,anon,TRUNCATE
public,merge_rules,anon,UPDATE
public,merge_rules,authenticated,DELETE
public,merge_rules,authenticated,INSERT
public,merge_rules,authenticated,REFERENCES
public,merge_rules,authenticated,SELECT
public,merge_rules,authenticated,TRIGGER
public,merge_rules,authenticated,TRUNCATE
public,merge_rules,authenticated,UPDATE
public,merge_rules,postgres,DELETE
public,merge_rules,postgres,INSERT
public,merge_rules,postgres,REFERENCES
public,merge_rules,postgres,SELECT
public,merge_rules,postgres,TRIGGER
public,merge_rules,postgres,TRUNCATE
public,merge_rules,postgres,UPDATE
public,merge_rules,service_role,DELETE
public,merge_rules,service_role,INSERT
public,merge_rules,service_role,REFERENCES
public,merge_rules,service_role,SELECT
public,merge_rules,service_role,TRIGGER
public,merge_rules,service_role,TRUNCATE
public,merge_rules,service_role,UPDATE
public,observability_events,anon,DELETE
public,observability_events,anon,INSERT
public,observability_events,anon,REFERENCES
public,observability_events,anon,SELECT
public,observability_events,anon,TRIGGER
public,observability_events,anon,TRUNCATE
public,observability_events,anon,UPDATE
public,observability_events,authenticated,DELETE
public,observability_events,authenticated,INSERT
public,observability_events,authenticated,REFERENCES
public,observability_events,authenticated,SELECT
public,observability_events,authenticated,TRIGGER
public,observability_events,authenticated,TRUNCATE
public,observability_events,authenticated,UPDATE
public,observability_events,postgres,DELETE
public,observability_events,postgres,INSERT
public,observability_events,postgres,REFERENCES
public,observability_events,postgres,SELECT
public,observability_events,postgres,TRIGGER
public,observability_events,postgres,TRUNCATE
public,observability_events,postgres,UPDATE
public,observability_events,service_role,DELETE
public,observability_events,service_role,INSERT
public,observability_events,service_role,REFERENCES
public,observability_events,service_role,SELECT
public,observability_events,service_role,TRIGGER
public,observability_events,service_role,TRUNCATE
public,observability_events,service_role,UPDATE
public,profile_update_requests,anon,DELETE
public,profile_update_requests,anon,INSERT
public,profile_update_requests,anon,REFERENCES
public,profile_update_requests,anon,SELECT
public,profile_update_requests,anon,TRIGGER
public,profile_update_requests,anon,TRUNCATE
public,profile_update_requests,anon,UPDATE
public,profile_update_requests,authenticated,DELETE
public,profile_update_requests,authenticated,INSERT
public,profile_update_requests,authenticated,REFERENCES
public,profile_update_requests,authenticated,SELECT
public,profile_update_requests,authenticated,TRIGGER
public,profile_update_requests,authenticated,TRUNCATE
public,profile_update_requests,authenticated,UPDATE
public,profile_update_requests,postgres,DELETE
public,profile_update_requests,postgres,INSERT
public,profile_update_requests,postgres,REFERENCES
public,profile_update_requests,postgres,SELECT
public,profile_update_requests,postgres,TRIGGER
public,profile_update_requests,postgres,TRUNCATE
public,profile_update_requests,postgres,UPDATE
public,profile_update_requests,service_role,DELETE
public,profile_update_requests,service_role,INSERT
public,profile_update_requests,service_role,REFERENCES
public,profile_update_requests,service_role,SELECT
public,profile_update_requests,service_role,TRIGGER
public,profile_update_requests,service_role,TRUNCATE
public,profile_update_requests,service_role,UPDATE
public,profiles,anon,DELETE
public,profiles,anon,INSERT
public,profiles,anon,REFERENCES
public,profiles,anon,SELECT
public,profiles,anon,TRIGGER
public,profiles,anon,TRUNCATE
public,profiles,anon,UPDATE
public,profiles,authenticated,DELETE
public,profiles,authenticated,INSERT
public,profiles,authenticated,REFERENCES
public,profiles,authenticated,SELECT
public,profiles,authenticated,TRIGGER
public,profiles,authenticated,TRUNCATE
public,profiles,authenticated,UPDATE
public,profiles,postgres,DELETE
public,profiles,postgres,INSERT
public,profiles,postgres,REFERENCES
public,profiles,postgres,SELECT
public,profiles,postgres,TRIGGER
public,profiles,postgres,TRUNCATE
public,profiles,postgres,UPDATE
public,profiles,service_role,DELETE
public,profiles,service_role,INSERT
public,profiles,service_role,REFERENCES
public,profiles,service_role,SELECT
public,profiles,service_role,TRIGGER
public,profiles,service_role,TRUNCATE
public,profiles,service_role,UPDATE
public,restaurant_capacity_rules,anon,DELETE
public,restaurant_capacity_rules,anon,INSERT
public,restaurant_capacity_rules,anon,REFERENCES
public,restaurant_capacity_rules,anon,SELECT
public,restaurant_capacity_rules,anon,TRIGGER
public,restaurant_capacity_rules,anon,TRUNCATE
public,restaurant_capacity_rules,anon,UPDATE
public,restaurant_capacity_rules,authenticated,DELETE
public,restaurant_capacity_rules,authenticated,INSERT
public,restaurant_capacity_rules,authenticated,REFERENCES
public,restaurant_capacity_rules,authenticated,SELECT
public,restaurant_capacity_rules,authenticated,TRIGGER
public,restaurant_capacity_rules,authenticated,TRUNCATE
public,restaurant_capacity_rules,authenticated,UPDATE
public,restaurant_capacity_rules,postgres,DELETE
public,restaurant_capacity_rules,postgres,INSERT
public,restaurant_capacity_rules,postgres,REFERENCES
public,restaurant_capacity_rules,postgres,SELECT
public,restaurant_capacity_rules,postgres,TRIGGER
public,restaurant_capacity_rules,postgres,TRUNCATE
public,restaurant_capacity_rules,postgres,UPDATE
public,restaurant_capacity_rules,service_role,DELETE
public,restaurant_capacity_rules,service_role,INSERT
public,restaurant_capacity_rules,service_role,REFERENCES
public,restaurant_capacity_rules,service_role,SELECT
public,restaurant_capacity_rules,service_role,TRIGGER
public,restaurant_capacity_rules,service_role,TRUNCATE
public,restaurant_capacity_rules,service_role,UPDATE
public,restaurant_invites,anon,DELETE
public,restaurant_invites,anon,INSERT
public,restaurant_invites,anon,REFERENCES
public,restaurant_invites,anon,SELECT
public,restaurant_invites,anon,TRIGGER
public,restaurant_invites,anon,TRUNCATE
public,restaurant_invites,anon,UPDATE
public,restaurant_invites,authenticated,DELETE
public,restaurant_invites,authenticated,INSERT
public,restaurant_invites,authenticated,REFERENCES
public,restaurant_invites,authenticated,SELECT
public,restaurant_invites,authenticated,TRIGGER
public,restaurant_invites,authenticated,TRUNCATE
public,restaurant_invites,authenticated,UPDATE
public,restaurant_invites,postgres,DELETE
public,restaurant_invites,postgres,INSERT
public,restaurant_invites,postgres,REFERENCES
public,restaurant_invites,postgres,SELECT
public,restaurant_invites,postgres,TRIGGER
public,restaurant_invites,postgres,TRUNCATE
public,restaurant_invites,postgres,UPDATE
public,restaurant_invites,service_role,DELETE
public,restaurant_invites,service_role,INSERT
public,restaurant_invites,service_role,REFERENCES
public,restaurant_invites,service_role,SELECT
public,restaurant_invites,service_role,TRIGGER
public,restaurant_invites,service_role,TRUNCATE
public,restaurant_invites,service_role,UPDATE
public,restaurant_memberships,anon,DELETE
public,restaurant_memberships,anon,INSERT
public,restaurant_memberships,anon,REFERENCES
public,restaurant_memberships,anon,SELECT
public,restaurant_memberships,anon,TRIGGER
public,restaurant_memberships,anon,TRUNCATE
public,restaurant_memberships,anon,UPDATE
public,restaurant_memberships,authenticated,DELETE
public,restaurant_memberships,authenticated,INSERT
public,restaurant_memberships,authenticated,REFERENCES
public,restaurant_memberships,authenticated,SELECT
public,restaurant_memberships,authenticated,TRIGGER
public,restaurant_memberships,authenticated,TRUNCATE
public,restaurant_memberships,authenticated,UPDATE
public,restaurant_memberships,postgres,DELETE
public,restaurant_memberships,postgres,INSERT
public,restaurant_memberships,postgres,REFERENCES
public,restaurant_memberships,postgres,SELECT
public,restaurant_memberships,postgres,TRIGGER
public,restaurant_memberships,postgres,TRUNCATE
public,restaurant_memberships,postgres,UPDATE
public,restaurant_memberships,service_role,DELETE
public,restaurant_memberships,service_role,INSERT
public,restaurant_memberships,service_role,REFERENCES
public,restaurant_memberships,service_role,SELECT
public,restaurant_memberships,service_role,TRIGGER
public,restaurant_memberships,service_role,TRUNCATE
public,restaurant_memberships,service_role,UPDATE
public,restaurant_operating_hours,anon,DELETE
public,restaurant_operating_hours,anon,INSERT
public,restaurant_operating_hours,anon,REFERENCES
public,restaurant_operating_hours,anon,SELECT
public,restaurant_operating_hours,anon,TRIGGER
public,restaurant_operating_hours,anon,TRUNCATE
public,restaurant_operating_hours,anon,UPDATE
public,restaurant_operating_hours,authenticated,DELETE
public,restaurant_operating_hours,authenticated,INSERT
public,restaurant_operating_hours,authenticated,REFERENCES
public,restaurant_operating_hours,authenticated,SELECT
public,restaurant_operating_hours,authenticated,TRIGGER
public,restaurant_operating_hours,authenticated,TRUNCATE
public,restaurant_operating_hours,authenticated,UPDATE
public,restaurant_operating_hours,postgres,DELETE
public,restaurant_operating_hours,postgres,INSERT
public,restaurant_operating_hours,postgres,REFERENCES
public,restaurant_operating_hours,postgres,SELECT
public,restaurant_operating_hours,postgres,TRIGGER
public,restaurant_operating_hours,postgres,TRUNCATE
public,restaurant_operating_hours,postgres,UPDATE
public,restaurant_operating_hours,service_role,DELETE
public,restaurant_operating_hours,service_role,INSERT
public,restaurant_operating_hours,service_role,REFERENCES
public,restaurant_operating_hours,service_role,SELECT
public,restaurant_operating_hours,service_role,TRIGGER
public,restaurant_operating_hours,service_role,TRUNCATE
public,restaurant_operating_hours,service_role,UPDATE
public,restaurant_service_periods,anon,DELETE
public,restaurant_service_periods,anon,INSERT
public,restaurant_service_periods,anon,REFERENCES
public,restaurant_service_periods,anon,SELECT
public,restaurant_service_periods,anon,TRIGGER
public,restaurant_service_periods,anon,TRUNCATE
public,restaurant_service_periods,anon,UPDATE
public,restaurant_service_periods,authenticated,DELETE
public,restaurant_service_periods,authenticated,INSERT
public,restaurant_service_periods,authenticated,REFERENCES
public,restaurant_service_periods,authenticated,SELECT
public,restaurant_service_periods,authenticated,TRIGGER
public,restaurant_service_periods,authenticated,TRUNCATE
public,restaurant_service_periods,authenticated,UPDATE
public,restaurant_service_periods,postgres,DELETE
public,restaurant_service_periods,postgres,INSERT
public,restaurant_service_periods,postgres,REFERENCES
public,restaurant_service_periods,postgres,SELECT
public,restaurant_service_periods,postgres,TRIGGER
public,restaurant_service_periods,postgres,TRUNCATE
public,restaurant_service_periods,postgres,UPDATE
public,restaurant_service_periods,service_role,DELETE
public,restaurant_service_periods,service_role,INSERT
public,restaurant_service_periods,service_role,REFERENCES
public,restaurant_service_periods,service_role,SELECT
public,restaurant_service_periods,service_role,TRIGGER
public,restaurant_service_periods,service_role,TRUNCATE
public,restaurant_service_periods,service_role,UPDATE
public,restaurant_turn_bands,anon,DELETE
public,restaurant_turn_bands,anon,INSERT
public,restaurant_turn_bands,anon,REFERENCES
public,restaurant_turn_bands,anon,SELECT
public,restaurant_turn_bands,anon,TRIGGER
public,restaurant_turn_bands,anon,TRUNCATE
public,restaurant_turn_bands,anon,UPDATE
public,restaurant_turn_bands,authenticated,DELETE
public,restaurant_turn_bands,authenticated,INSERT
public,restaurant_turn_bands,authenticated,REFERENCES
public,restaurant_turn_bands,authenticated,SELECT
public,restaurant_turn_bands,authenticated,TRIGGER
public,restaurant_turn_bands,authenticated,TRUNCATE
public,restaurant_turn_bands,authenticated,UPDATE
public,restaurant_turn_bands,postgres,DELETE
public,restaurant_turn_bands,postgres,INSERT
public,restaurant_turn_bands,postgres,REFERENCES
public,restaurant_turn_bands,postgres,SELECT
public,restaurant_turn_bands,postgres,TRIGGER
public,restaurant_turn_bands,postgres,TRUNCATE
public,restaurant_turn_bands,postgres,UPDATE
public,restaurant_turn_bands,service_role,DELETE
public,restaurant_turn_bands,service_role,INSERT
public,restaurant_turn_bands,service_role,REFERENCES
public,restaurant_turn_bands,service_role,SELECT
public,restaurant_turn_bands,service_role,TRIGGER
public,restaurant_turn_bands,service_role,TRUNCATE
public,restaurant_turn_bands,service_role,UPDATE
public,restaurants,anon,DELETE
public,restaurants,anon,INSERT
public,restaurants,anon,REFERENCES
public,restaurants,anon,SELECT
public,restaurants,anon,TRIGGER
public,restaurants,anon,TRUNCATE
public,restaurants,anon,UPDATE
public,restaurants,authenticated,DELETE
public,restaurants,authenticated,INSERT
public,restaurants,authenticated,REFERENCES
public,restaurants,authenticated,SELECT
public,restaurants,authenticated,TRIGGER
public,restaurants,authenticated,TRUNCATE
public,restaurants,authenticated,UPDATE
public,restaurants,postgres,DELETE
public,restaurants,postgres,INSERT
public,restaurants,postgres,REFERENCES
public,restaurants,postgres,SELECT
public,restaurants,postgres,TRIGGER
public,restaurants,postgres,TRUNCATE
public,restaurants,postgres,UPDATE
public,restaurants,service_role,DELETE
public,restaurants,service_role,INSERT
public,restaurants,service_role,REFERENCES
public,restaurants,service_role,SELECT
public,restaurants,service_role,TRIGGER
public,restaurants,service_role,TRUNCATE
public,restaurants,service_role,UPDATE
public,service_policy,anon,DELETE
public,service_policy,anon,INSERT
public,service_policy,anon,REFERENCES
public,service_policy,anon,SELECT
public,service_policy,anon,TRIGGER
public,service_policy,anon,TRUNCATE
public,service_policy,anon,UPDATE
public,service_policy,authenticated,DELETE
public,service_policy,authenticated,INSERT
public,service_policy,authenticated,REFERENCES
public,service_policy,authenticated,SELECT
public,service_policy,authenticated,TRIGGER
public,service_policy,authenticated,TRUNCATE
public,service_policy,authenticated,UPDATE
public,service_policy,postgres,DELETE
public,service_policy,postgres,INSERT
public,service_policy,postgres,REFERENCES
public,service_policy,postgres,SELECT
public,service_policy,postgres,TRIGGER
public,service_policy,postgres,TRUNCATE
public,service_policy,postgres,UPDATE
public,service_policy,service_role,DELETE
public,service_policy,service_role,INSERT
public,service_policy,service_role,REFERENCES
public,service_policy,service_role,SELECT
public,service_policy,service_role,TRIGGER
public,service_policy,service_role,TRUNCATE
public,service_policy,service_role,UPDATE
public,strategic_configs,anon,DELETE
public,strategic_configs,anon,INSERT
public,strategic_configs,anon,REFERENCES
public,strategic_configs,anon,SELECT
public,strategic_configs,anon,TRIGGER
public,strategic_configs,anon,TRUNCATE
public,strategic_configs,anon,UPDATE
public,strategic_configs,authenticated,DELETE
public,strategic_configs,authenticated,INSERT
public,strategic_configs,authenticated,REFERENCES
public,strategic_configs,authenticated,SELECT
public,strategic_configs,authenticated,TRIGGER
public,strategic_configs,authenticated,TRUNCATE
public,strategic_configs,authenticated,UPDATE
public,strategic_configs,postgres,DELETE
public,strategic_configs,postgres,INSERT
public,strategic_configs,postgres,REFERENCES
public,strategic_configs,postgres,SELECT
public,strategic_configs,postgres,TRIGGER
public,strategic_configs,postgres,TRUNCATE
public,strategic_configs,postgres,UPDATE
public,strategic_configs,service_role,DELETE
public,strategic_configs,service_role,INSERT
public,strategic_configs,service_role,REFERENCES
public,strategic_configs,service_role,SELECT
public,strategic_configs,service_role,TRIGGER
public,strategic_configs,service_role,TRUNCATE
public,strategic_configs,service_role,UPDATE
public,table_adjacencies,anon,DELETE
public,table_adjacencies,anon,INSERT
public,table_adjacencies,anon,REFERENCES
public,table_adjacencies,anon,SELECT
public,table_adjacencies,anon,TRIGGER
public,table_adjacencies,anon,TRUNCATE
public,table_adjacencies,anon,UPDATE
public,table_adjacencies,authenticated,DELETE
public,table_adjacencies,authenticated,INSERT
public,table_adjacencies,authenticated,REFERENCES
public,table_adjacencies,authenticated,SELECT
public,table_adjacencies,authenticated,TRIGGER
public,table_adjacencies,authenticated,TRUNCATE
public,table_adjacencies,authenticated,UPDATE
public,table_adjacencies,postgres,DELETE
public,table_adjacencies,postgres,INSERT
public,table_adjacencies,postgres,REFERENCES
public,table_adjacencies,postgres,SELECT
public,table_adjacencies,postgres,TRIGGER
public,table_adjacencies,postgres,TRUNCATE
public,table_adjacencies,postgres,UPDATE
public,table_adjacencies,service_role,DELETE
public,table_adjacencies,service_role,INSERT
public,table_adjacencies,service_role,REFERENCES
public,table_adjacencies,service_role,SELECT
public,table_adjacencies,service_role,TRIGGER
public,table_adjacencies,service_role,TRUNCATE
public,table_adjacencies,service_role,UPDATE
public,table_hold_members,anon,DELETE
public,table_hold_members,anon,INSERT
public,table_hold_members,anon,REFERENCES
public,table_hold_members,anon,SELECT
public,table_hold_members,anon,TRIGGER
public,table_hold_members,anon,TRUNCATE
public,table_hold_members,anon,UPDATE
public,table_hold_members,authenticated,DELETE
public,table_hold_members,authenticated,INSERT
public,table_hold_members,authenticated,REFERENCES
public,table_hold_members,authenticated,SELECT
public,table_hold_members,authenticated,TRIGGER
public,table_hold_members,authenticated,TRUNCATE
public,table_hold_members,authenticated,UPDATE
public,table_hold_members,postgres,DELETE
public,table_hold_members,postgres,INSERT
public,table_hold_members,postgres,REFERENCES
public,table_hold_members,postgres,SELECT
public,table_hold_members,postgres,TRIGGER
public,table_hold_members,postgres,TRUNCATE
public,table_hold_members,postgres,UPDATE
public,table_hold_members,service_role,DELETE
public,table_hold_members,service_role,INSERT
public,table_hold_members,service_role,REFERENCES
public,table_hold_members,service_role,SELECT
public,table_hold_members,service_role,TRIGGER
public,table_hold_members,service_role,TRUNCATE
public,table_hold_members,service_role,UPDATE
public,table_hold_windows,anon,DELETE
public,table_hold_windows,anon,INSERT
public,table_hold_windows,anon,REFERENCES
public,table_hold_windows,anon,SELECT
public,table_hold_windows,anon,TRIGGER
public,table_hold_windows,anon,TRUNCATE
public,table_hold_windows,anon,UPDATE
public,table_hold_windows,authenticated,DELETE
public,table_hold_windows,authenticated,INSERT
public,table_hold_windows,authenticated,REFERENCES
public,table_hold_windows,authenticated,SELECT
public,table_hold_windows,authenticated,TRIGGER
public,table_hold_windows,authenticated,TRUNCATE
public,table_hold_windows,authenticated,UPDATE
public,table_hold_windows,postgres,DELETE
public,table_hold_windows,postgres,INSERT
public,table_hold_windows,postgres,REFERENCES
public,table_hold_windows,postgres,SELECT
public,table_hold_windows,postgres,TRIGGER
public,table_hold_windows,postgres,TRUNCATE
public,table_hold_windows,postgres,UPDATE
public,table_hold_windows,service_role,DELETE
public,table_hold_windows,service_role,INSERT
public,table_hold_windows,service_role,REFERENCES
public,table_hold_windows,service_role,SELECT
public,table_hold_windows,service_role,TRIGGER
public,table_hold_windows,service_role,TRUNCATE
public,table_hold_windows,service_role,UPDATE
public,table_holds,anon,DELETE
public,table_holds,anon,INSERT
public,table_holds,anon,REFERENCES
public,table_holds,anon,SELECT
public,table_holds,anon,TRIGGER
public,table_holds,anon,TRUNCATE
public,table_holds,anon,UPDATE
public,table_holds,authenticated,DELETE
public,table_holds,authenticated,INSERT
public,table_holds,authenticated,REFERENCES
public,table_holds,authenticated,SELECT
public,table_holds,authenticated,TRIGGER
public,table_holds,authenticated,TRUNCATE
public,table_holds,authenticated,UPDATE
public,table_holds,postgres,DELETE
public,table_holds,postgres,INSERT
public,table_holds,postgres,REFERENCES
public,table_holds,postgres,SELECT
public,table_holds,postgres,TRIGGER
public,table_holds,postgres,TRUNCATE
public,table_holds,postgres,UPDATE
public,table_holds,service_role,DELETE
public,table_holds,service_role,INSERT
public,table_holds,service_role,REFERENCES
public,table_holds,service_role,SELECT
public,table_holds,service_role,TRIGGER
public,table_holds,service_role,TRUNCATE
public,table_holds,service_role,UPDATE
public,table_inventory,anon,DELETE
public,table_inventory,anon,INSERT
public,table_inventory,anon,REFERENCES
public,table_inventory,anon,SELECT
public,table_inventory,anon,TRIGGER
public,table_inventory,anon,TRUNCATE
public,table_inventory,anon,UPDATE
public,table_inventory,authenticated,DELETE
public,table_inventory,authenticated,INSERT
public,table_inventory,authenticated,REFERENCES
public,table_inventory,authenticated,SELECT
public,table_inventory,authenticated,TRIGGER
public,table_inventory,authenticated,TRUNCATE
public,table_inventory,authenticated,UPDATE
public,table_inventory,postgres,DELETE
public,table_inventory,postgres,INSERT
public,table_inventory,postgres,REFERENCES
public,table_inventory,postgres,SELECT
public,table_inventory,postgres,TRIGGER
public,table_inventory,postgres,TRUNCATE
public,table_inventory,postgres,UPDATE
public,table_inventory,service_role,DELETE
public,table_inventory,service_role,INSERT
public,table_inventory,service_role,REFERENCES
public,table_inventory,service_role,SELECT
public,table_inventory,service_role,TRIGGER
public,table_inventory,service_role,TRUNCATE
public,table_inventory,service_role,UPDATE
public,table_merge_graph,anon,DELETE
public,table_merge_graph,anon,INSERT
public,table_merge_graph,anon,REFERENCES
public,table_merge_graph,anon,SELECT
public,table_merge_graph,anon,TRIGGER
public,table_merge_graph,anon,TRUNCATE
public,table_merge_graph,anon,UPDATE
public,table_merge_graph,authenticated,DELETE
public,table_merge_graph,authenticated,INSERT
public,table_merge_graph,authenticated,REFERENCES
public,table_merge_graph,authenticated,SELECT
public,table_merge_graph,authenticated,TRIGGER
public,table_merge_graph,authenticated,TRUNCATE
public,table_merge_graph,authenticated,UPDATE
public,table_merge_graph,postgres,DELETE
public,table_merge_graph,postgres,INSERT
public,table_merge_graph,postgres,REFERENCES
public,table_merge_graph,postgres,SELECT
public,table_merge_graph,postgres,TRIGGER
public,table_merge_graph,postgres,TRUNCATE
public,table_merge_graph,postgres,UPDATE
public,table_merge_graph,service_role,DELETE
public,table_merge_graph,service_role,INSERT
public,table_merge_graph,service_role,REFERENCES
public,table_merge_graph,service_role,SELECT
public,table_merge_graph,service_role,TRIGGER
public,table_merge_graph,service_role,TRUNCATE
public,table_merge_graph,service_role,UPDATE
public,table_scarcity_metrics,anon,DELETE
public,table_scarcity_metrics,anon,INSERT
public,table_scarcity_metrics,anon,REFERENCES
public,table_scarcity_metrics,anon,SELECT
public,table_scarcity_metrics,anon,TRIGGER
public,table_scarcity_metrics,anon,TRUNCATE
public,table_scarcity_metrics,anon,UPDATE
public,table_scarcity_metrics,authenticated,DELETE
public,table_scarcity_metrics,authenticated,INSERT
public,table_scarcity_metrics,authenticated,REFERENCES
public,table_scarcity_metrics,authenticated,SELECT
public,table_scarcity_metrics,authenticated,TRIGGER
public,table_scarcity_metrics,authenticated,TRUNCATE
public,table_scarcity_metrics,authenticated,UPDATE
public,table_scarcity_metrics,postgres,DELETE
public,table_scarcity_metrics,postgres,INSERT
public,table_scarcity_metrics,postgres,REFERENCES
public,table_scarcity_metrics,postgres,SELECT
public,table_scarcity_metrics,postgres,TRIGGER
public,table_scarcity_metrics,postgres,TRUNCATE
public,table_scarcity_metrics,postgres,UPDATE
public,table_scarcity_metrics,service_role,DELETE
public,table_scarcity_metrics,service_role,INSERT
public,table_scarcity_metrics,service_role,REFERENCES
public,table_scarcity_metrics,service_role,SELECT
public,table_scarcity_metrics,service_role,TRIGGER
public,table_scarcity_metrics,service_role,TRUNCATE
public,table_scarcity_metrics,service_role,UPDATE
public,user_profiles,anon,DELETE
public,user_profiles,anon,INSERT
public,user_profiles,anon,REFERENCES
public,user_profiles,anon,SELECT
public,user_profiles,anon,TRIGGER
public,user_profiles,anon,TRUNCATE
public,user_profiles,anon,UPDATE
public,user_profiles,authenticated,DELETE
public,user_profiles,authenticated,INSERT
public,user_profiles,authenticated,REFERENCES
public,user_profiles,authenticated,SELECT
public,user_profiles,authenticated,TRIGGER
public,user_profiles,authenticated,TRUNCATE
public,user_profiles,authenticated,UPDATE
public,user_profiles,postgres,DELETE
public,user_profiles,postgres,INSERT
public,user_profiles,postgres,REFERENCES
public,user_profiles,postgres,SELECT
public,user_profiles,postgres,TRIGGER
public,user_profiles,postgres,TRUNCATE
public,user_profiles,postgres,UPDATE
public,user_profiles,service_role,DELETE
public,user_profiles,service_role,INSERT
public,user_profiles,service_role,REFERENCES
public,user_profiles,service_role,SELECT
public,user_profiles,service_role,TRIGGER
public,user_profiles,service_role,TRUNCATE
public,user_profiles,service_role,UPDATE
public,waiting_list,anon,DELETE
public,waiting_list,anon,INSERT
public,waiting_list,anon,REFERENCES
public,waiting_list,anon,SELECT
public,waiting_list,anon,TRIGGER
public,waiting_list,anon,TRUNCATE
public,waiting_list,anon,UPDATE
public,waiting_list,authenticated,DELETE
public,waiting_list,authenticated,INSERT
public,waiting_list,authenticated,REFERENCES
public,waiting_list,authenticated,SELECT
public,waiting_list,authenticated,TRIGGER
public,waiting_list,authenticated,TRUNCATE
public,waiting_list,authenticated,UPDATE
public,waiting_list,postgres,DELETE
public,waiting_list,postgres,INSERT
public,waiting_list,postgres,REFERENCES
public,waiting_list,postgres,SELECT
public,waiting_list,postgres,TRIGGER
public,waiting_list,postgres,TRUNCATE
public,waiting_list,postgres,UPDATE
public,waiting_list,service_role,DELETE
public,waiting_list,service_role,INSERT
public,waiting_list,service_role,REFERENCES
public,waiting_list,service_role,SELECT
public,waiting_list,service_role,TRIGGER
public,waiting_list,service_role,TRUNCATE
public,waiting_list,service_role,UPDATE
public,zones,anon,DELETE
public,zones,anon,INSERT
public,zones,anon,REFERENCES
public,zones,anon,SELECT
public,zones,anon,TRIGGER
public,zones,anon,TRUNCATE
public,zones,anon,UPDATE
public,zones,authenticated,DELETE
public,zones,authenticated,INSERT
public,zones,authenticated,REFERENCES
public,zones,authenticated,SELECT
public,zones,authenticated,TRIGGER
public,zones,authenticated,TRUNCATE
public,zones,authenticated,UPDATE
public,zones,postgres,DELETE
public,zones,postgres,INSERT
public,zones,postgres,REFERENCES
public,zones,postgres,SELECT
public,zones,postgres,TRIGGER
public,zones,postgres,TRUNCATE
public,zones,postgres,UPDATE
public,zones,service_role,DELETE
public,zones,service_role,INSERT
public,zones,service_role,REFERENCES
public,zones,service_role,SELECT
public,zones,service_role,TRIGGER
public,zones,service_role,TRUNCATE
public,zones,service_role,UPDATE
